4.498783958982692,mp-1206848
4.626790449712139,mp-1206836
4.266311217205068,mp-1205847
3.375434515526887,mp-1213351
4.0460015151810556,mp-641923
4.548495975429054,mp-27832
5.019904235147925,mp-23060
4.630451648677471,mp-30062
3.201793932822785,mp-1209606
4.480943263943751,mp-7457
3.6952699580688315,mp-1214168
4.078800973276039,mp-28084
4.062434808402151,mp-23405
3.6237075474209117,mp-600186
3.9895464472828737,mp-27662
3.97297583242057,mp-579560
4.000913232180879,mp-27214
4.333491241485431,mp-27636
4.8013351384426946,mp-30167
3.9853866197594736,mp-22876
4.30951927195203,mp-29423
3.8336091522161766,mp-569028
4.456701372686942,mp-27833
3.986009555192052,mp-1068340
4.366848880357585,mp-540957
5.181752903858784,mp-31076
4.354763692369664,mp-27336
6.374011979984669,mp-1201566
4.415352070808011,mp-621938
5.130668149006479,mp-569548
3.9322815159702333,mp-569118
4.0086375103595815,mp-569323
5.272797428467447,mp-28453
3.976185327535978,mp-23451
3.754616124356974,mp-570324
3.5754026591343084,mp-569152
4.881466736839251,mp-28110
5.24699343278774,mp-27333
4.332278100414439,mp-27544
4.295309949562816,mp-28377
3.7770156917855835,mp-29287
3.808470436508565,mp-27517
3.645942528299679,mp-1209441
6.559809804492353,mp-1025549
4.285005322898856,mp-23029
4.044456429472045,mp-571011
4.336914902603061,mp-569984
3.0185235164023414,mp-569309
3.9086807940941504,mp-568620
4.231861191743006,mp-27409
4.523940654394849,mp-22991
3.6824274758834608,mp-27332
3.971292272431076,mp-28328
7.714674112607663,mp-1836
3.5516467054285883,mp-27641
6.624793416474016,mp-1205667
4.208775415856484,mp-1206511
6.406998857133451,mp-1208181
4.920668243174458,mp-1205652
4.279745170559026,mp-1206662
3.713209560844516,mp-1194576
5.25251091639508,mp-568244
5.550622733179394,mp-28329
3.4359609969207696,mp-1209364
2.729932431978054,mp-23076
4.056780779153017,mp-582423
4.166629334203272,mp-28070
3.3077914668359303,mp-1232302
4.797825693373753,mp-568005
4.419040946876881,mp-600089
3.8701861918153297,mp-1209403
5.25092659444254,mp-27834
5.615474924736261,mp-5704
2.8698270612023458,mp-22978
4.457200065816534,mp-29936
6.215163955048104,mp-4160
4.281340323505602,mp-23481
3.9124472608692833,mp-1204449
6.029985876541862,mp-31287
4.555602069914749,mp-669458
4.218863629681992,mp-573702
3.168061368372294,mp-1193242
4.752051654543362,mp-27300
4.236468772572612,mp-540881
4.13292488312573,mp-23038
4.435532525910827,mp-30996
3.8812679216461765,mp-570099
4.434897775679085,mp-1201723
4.460553928068586,mp-647426
6.971301341804368,mp-7684
5.0331621863947325,mp-568666
2.3472203357232018,mp-504968
4.226897498662958,mp-614013
3.2464049507403985,mp-23486
3.9414976158031245,mp-1200647
3.117618343668325,mp-27804
4.273186219514939,mp-23467
5.427899985811084,mp-31077
4.309394344134629,mp-567780
4.346721812608023,mp-540822
3.412129521716593,mp-568396
4.092751151255834,mp-640052
3.3376903701958534,mp-23336
6.761534217014161,mp-1205742
4.629361711677478,mp-29398
4.069810049696817,mp-1112642
4.0834407310144725,mp-23399
3.7394365299855865,mp-1193173
4.757663080540303,mp-27871
2.561197565788979,mp-27570
3.8582009085652014,mp-567714
3.456385299181914,mp-30164
7.031515967945506,mp-10644
4.109720667899417,mp-1195363
3.9491292354483556,mp-1103539
