mp-570218,4.8396
mp-1192133,6.371
mp-1198726,5.609
mp-1200910,2.3082
mp-23702,3.1235
mp-1201065,2.3794
mp-30228,1.9363
mp-23856,4.2653
mp-24199,8.0926
mp-31096,3.6591
mp-30959,3.5474
mp-1095586,4.5701
mp-642847,2.3929
mp-697047,0.6897
mp-733455,2.4521
mp-23818,2.5084
mp-642996,2.9954
mp-722890,3.069
mp-1078552,3.0845
mp-27344,6.1876
mp-28018,3.3225
mp-568987,4.6488
mp-24341,3.3425
mp-1194548,6.0369
mp-31064,5.7603
mp-1188579,6.1318
mp-1198592,6.2758
mp-23791,6.2078
mp-38725,6.6478
mp-978278,5.6438
mp-1190942,6.6152
mp-569787,6.2431
mp-37722,6.2677
mp-24239,5.6387
mp-1196257,4.8931
mp-1190619,4.9736
mp-1191586,4.438
mp-30150,4.8964
mp-30977,3.015
mp-24123,5.6422
mp-1219553,6.2124
mp-571369,4.5771
mp-31003,2.3907
mp-24136,5.4805
mp-1225884,5.8159
mp-1203559,5.8199
mp-28040,5.9277
mp-23691,4.6348
mp-27350,0.0832
mp-505372,0.1219
mp-1213393,3.6852
mp-1212579,3.4891
mp-1199197,2.4343
mp-1181559,4.7014
mp-626256,3.7039
mp-1224772,3.8158
mp-28125,7.2236
mp-31043,6.9076
mp-28123,7.4906
mp-1198625,4.8684
mp-28124,7.4563
mp-23794,5.9592
mp-23850,1.9708
mp-24383,3.0141
mp-28892,4.5996
mp-697139,4.9669
mp-24290,2.8136
mp-28143,2.1222
mp-505451,2.3976
mp-34337,4.9364
mp-24428,2.0676
mp-974267,2.8729
mp-24119,1.6785
mp-34932,2.4395
mp-644307,3.0351
mp-24694,2.3713
mp-23675,4.8195
mp-697144,1.9109
mp-1198991,2.0756
mp-1187172,2.0279
mp-690794,1.8444
mp-643905,2.354
mp-28281,1.9039
mp-721084,3.6958
mp-643062,4.2487
mp-1184037,2.161
mp-1103732,2.6396
mp-27714,7.0664
mp-28003,7.3982
mp-23798,7.3775
mp-733637,3.5073
mp-24193,4.3479
mp-625378,4.7414
mp-626000,3.0075
mp-30247,4.1944
mp-625054,5.2866
mp-23902,6.2293
mp-29095,5.7308
mp-625475,6.0941
mp-24118,5.5158
mp-31373,5.2198
mp-27694,5.4984
mp-625151,5.2273
mp-558867,5.2091
mp-34078,5.3899
mp-28263,4.3876
mp-626785,3.6839
mp-23879,4.1225
mp-625150,4.4261
mp-625381,1.5387
mp-23910,3.0588
mp-27913,2.1483
mp-625830,2.9733
mp-634326,3.2571
mp-626378,3.5559
mp-27404,3.0736
mp-774848,3.9947
mp-720376,3.5177
mp-23866,3.4172
mp-625661,4.3515
mp-625509,4.4205
mp-28264,4.2764
mp-626620,3.3366
mp-625801,4.0014
mp-1179405,0.2199
mp-27425,4.0386
mp-626151,4.4068
mp-625094,1.7067
mp-626412,2.7719
mp-1195796,2.284
mp-30981,3.0914
mp-625136,3.4373
mp-28204,4.589
mp-541005,4.5535
mp-626417,4.1021
mp-23904,4.2654
mp-625888,0.0185
mp-626268,4.0422
mp-28587,4.8099
mp-626973,4.577
mp-626724,3.8407
mp-625394,3.7301
mp-28255,2.494
mp-626799,3.8868
mp-625447,3.7614
mp-1190994,2.1056
mp-625403,3.8984
mp-625359,4.1681
mp-1101397,3.9025
mp-625402,3.7509
mp-625147,3.108
mp-1079758,4.3147
mp-626173,4.3292
mp-504801,4.3865
mp-625468,5.3261
mp-698101,2.1276
mp-27837,6.8217
mp-37458,1.3921
mp-29514,7.5495
mp-29515,6.467
mp-29331,7.6164
mp-29330,7.1693
